id,text,label
804,hi Pls When shOUlD i expECT My paCKAGe?,delivery
805,can u help <strong>can you explain this charge on my bill?</strong> pls check,billing
806,<div>The website is not loading properly.</p>,technical
807,<p>I don't   recognize    this    charge    of   $25!!!</p>  pls check,billing
808,need help asap My payment was processed twice.,billing
809,💳 ?? MY PACKAGE HAS NOT ARRIVED YET.,delivery
810,i wAs cHArGEd eveN thoUgH My ORdER WaS cANcElLEd!!!! cAN U check,billing
811,😡 <p><b>the pAkagE WAS SuPPOSED to ArriVE YEsteRDaY?!</b>,delivery
812,HTTPS://SHOP.EXAMPLE.COM/ORDER    <SPAN>!!! THE PAGE    KEEPS    SHOWING  AN    ERRO</B></P>,technical
813,need help asap <p>?? Why was I charged $35 for my order?</p> www.example.com/help 📦,billing
814,<p>My delivery is late!!</div> 📦,delivery
815,😕 <p><b>I need to update my acct information...</p> https://example.com/support,account
816,😭 <DiV>!!! mY PACKAgE Seems TO bE STucK iN TraNsIt.</B></p>,delivery
817,HEY PLS HELP    <P>WHERE  IS   MY  ORDER?</SPAN>,delivery
818,<strong>My payment was processed twice.</strong> pls check,billing
819,plz help https://example.com/help My invoice shows the wrong amount. plz help,billing
820,PLZ HELP HTTPS://SHOP.EXAMPLE.COM/ORDER THE SYSTEM IS EXTREMELY SLOW?? THX 😡,technical
821,😤 pls help i was billed more than i expected??? thx,billing
822,<div>Can u explain this charge on my bill?</b></p> let me know asap,billing
823,<diV>my ACcoUnT has Been LOcKed.</b> 😡,account
824,<sPan>my CArD was CHargeD bUt THE PayMant FAIled.</spaN>,billing
825,<SPAn>how CAN I REsET My pwD</B>,account
826,CAN U HELP <P><B>THE APPLICATION KEEPS CRASHING.</DIV> WWW.EXAMPLE.COM/HELP THX PLS,technical
827,<div>... my login is not working.</div> can u check,account
828,!!! THE PAGE KEEPS SHOWING AN EROR,technical
829,<STRONG>CAN U EXPLAIN THIS CHARGE ON MY BILL!!</B></P> 🙏,billing
830,🙏 pLS help !!! CaN yOU EXpLAIN thIs ChagE on My biLL?,billing
831,?? mY INvOICe SHOWs tHe WrONg amOuNT?? Www.eXAmPLE.COm/hElP,billing
832,!!! The search feature is not working. 📦,technical
833,hey pls    help   <span>The    delvery  date    has    passed.</div>,delivery
834,??    My   card   was  chargd   but the   payment failed!?!    https://example.com/account pls  help  🤦,billing
835,<p>!!! I have been waiting for my order 4 several days.</div>,delivery
836,HI pls htTPS://EXAMpLE.COm/Account <spAN>I wAs cHARged twICe fOr tHe SamE PuRchAsE.</diV> PlS cHECK,billing
837,hi pls the delivery date has passed. thx,delivery
838,<p>?? why can't i sign into my acct...</b>,account
839,I  KEEP   RECEIVING  AN   EROR   WHILE USING   THE   WEBSIT  WWW.EXAMPLE.COM/HELP,technical
840,The delivery    is    taking  too   long.,delivery
841,https://example.com/help    <strong>i    need   help recovering   my  account???</strong>,account
842,😡   !!!   the  app  freezes    on   the    login   screen!!  can u  check,technical
843,hey pls help I don't recognize this charge of $25!!! http://support.example.com,billing
844,httPS://EXaMPLe.com/HELp <P><b>I CaNnoT GET THE WeBisTe 2 worK??</B></p> THx,technical
845,📦 hTTPS://exaMPle.CoM/heLp <div>I wOULd lIKe TO diSPutE a CHArgE...</B>,billing
846,MY ACCT CREDENTIALS R NOT WORKING!!!!,account
847,HTTPS://EXAMPLE.COM/HELP    <P><B>??   MY   PAKAGE   SEEMS   TO BE    STUCK   IN    TRANSIT.</P>,delivery
848,<DIV>!!! I AM HAVING TROUBLE SIGNING INTO THE WEBSITE!!</STRONG> THX,account
849,😢 <strong>the payment amount looks wrong!!</b></p> thx pls,billing
850,😡   CAN U HELP   <P>I AM    UNABLE   TO   ACCESS MY   PROFILE?!</STRONG>   PLS  CHECK,account
851,pLS Help ... i canNOt AccesS mY aCc!?! WWw.ExamPLe.cOm/HElp,account
852,my acc CrEDeNTIaLs ArE nOT wORkINg.,account
853,😢 plz help <strong>The  pakage    is    missing...</strong> thx   pls,delivery
854,💳 The app suddenly closes by itself. thx,technical
855,u guys pls help the system is not responding 2 my requests!!!! https://shop.example.com/order,technical
856,🤦 i would likE To DISPUtE a ChArGe??,billing
857,hey pls help The amount on my inovice is incorrect!!!!,billing
858,hey pls help My login is not working!!!!,account
859,U GUYS PLS HELP !!! I WOULD LIKE TO DISPUTE A CHARGE. PLS CHECK,billing
860,PLESE CHECK MY RECENT TRANSACTION!!!! HTTP://SUPPORT.EXAMPLE.COM PLZ HELP,billing
861,😢 <STRONG>I HAVE BEEN WAITING 4 MY ORDER 4 SEVERAL DAYS??</STRONG>,delivery
862,?? MY INVOICE SHOWS THE WRONG AMOUNT.,billing
863,MY   ACCT    IS  LOCKED.,account
864,😕 the application is freezing repeatedly?!,technical
865,need   help  asap  Why   is    there    an   additional    fee   on    my    bill!?! thx   pls,billing
866,PLZ HELP <P>MY SHIPMENT APPEARS TO BE DELAYED???</DIV>,delivery
867,HOw CaN i reseT mY PW!!!!,account
868,u guys   pls  help  The refnd   amount    on  my    account    is incorrect.,billing
869,need help asap ?? There is a duplicate payment on my account!!! let me know asap,billing
870,The package is missing. pls check 📦,delivery
871,... I  would   like 2  dispute   a  chage   😩,billing
872,PLS    HELP I    AM    GETTING   AN   ERROR    MESSAGE!?! 😤,technical
873,Can   you   tell   me   when   my    package    will arrive? 😩,delivery
874,<P>SOMETHING IS WRONG WITH THE APLICATION</STRONG> 😡,technical
875,The  page   keeps  showing    an   error.,technical
876,https://shop.example.com/order    <p>I  keep    receiving    an error while   using  the    website.</b>  can   u  check,technical
877,<strong>I   cant   get  the website   to    work.</strong>,technical
878,<div>!!!    my  order still  hasn't   arrived!!!!</b>  😭,delivery
879,<P><B>MY ACCOUNT IS LOCKED.</B></P>,account
880,<span>I was billed more than I expected.</b></p>,billing
881,<strong>i need 2 reset my login information.</p>,account
882,need help asap <div>the delvery is taking too long!!!!</strong> 😤,delivery
883,<SPaN>WhY   DId   U    chaRGe   me  aN    ExtRa   $50!?!</P> 🤦,billing
884,u   guys    pls   help  https://example.com/help  There    is  a duplicate  payment    on   my  account.,billing
885,🙏 ?? THe dELiVery IS takiNg tOo lONg.,delivery
886,plz    help My    invoice  shows    the  wrong amount!!! https://example.com/support,billing
887,NEED HELP    ASAP  <DIV>I   AM GETTING  AN    ERROR   MSG???</B>,technical
888,😡 ?? the tracking information has not changed. https://example.com/account,delivery
889,I cannot get the website to work. thx pls,technical
890,pls help <p>I need help recovering my account!?!</strong>,account
891,https://example.com/help i have not received my delivery!?! 💳,delivery
892,pls help ... the applcation keeps crashing. 😭,technical
893,I keep receiving an error while using the website. http://support.example.com,technical
894,😤 www.example.com/help ?? Where is my order?,delivery
895,😩    i    Am   HAViNg  A    techNIcAl   PrOBlM wITH    THE aPPLiCation.,technical
896,<p><b>I am still waiting 4 my shipment.</strong> thx,delivery
897,hey pls help !!! I am unable to access my profile!?! can u check 💳,account
898,😭 plz help <div>?? can you tell me when my package will arrive!!!!</div>,delivery
899,<b>?? my account credentials are not working.</p> 😡,account
900,<P><B>WHEN SHOULD I EXPECT MY PACKAGE!!!!</B>,delivery
901,<B>SOMETHING IS WRONG W/ THE APP</B></P>,technical
902,need help asap https://example.com/support how do i change my password... 🤦,account
903,<p><b>Can    you  tell   me   when  my package will arrive?</span>,delivery
904,HI PLS I CANNOT ACCESS MY ACCOUNT. 😢,account
905,<B>ThEre is an INCorrECT CHARgE on my ACCOuT</strong> 😡,billing
906,<sPAn>The    apP sTOpS   WrokinG  WhEnEVEr  i    OPEn It.</p>,technical
907,WWW.EXAMPLE.COM/HELP    <DIV>THE    TRACKING INFORMATION  HAS    NOT   CHANGED!!!</B>,delivery
908,pls check The website gives me an error every time?? 💳,technical
909,my order still hasn't arrived?!,delivery
910,can u  check   the status  of   my    delivery?,delivery
911,pls    check   <b>My   account    has  been   locked???</b>  https://example.com/help,account
912,😢 I AM STILL WAITING 4 MY SHIPMENT!?!,delivery
913,hi pls <span>!!! Can you explain this charge on my bill?</b></p> https://example.com/account thx pls,billing
914,HEY PLS   HELP I WAS    BILLED   MORE  THAN    I EXPECTED.,billing
915,The delivery date has passed.,delivery
916,u    guys    pls    help    <p>??   i  cant    get  the   website   to  work.</div>    can   u   check 💳,technical
917,<B>I FORGOT MY LOGIN DETAILS...</STRONG>,account
918,My invioce shows the wrong amount.,billing
919,😡 ... i have a prob with my latest invoice.,billing
920,plz   check my  recent   transaction. http://support.example.com,billing
921,www.example.com/help My account credentials r not workin?!,account
922,📦 whyyy is there an additional fee on my bill...,billing
923,mY LOGin   IS   nOt wORkIng. PlS chEcK,account
924,U GUYS PLS HELP CAN U EXPLAIN THIS CHARAGE ON MY BILL!!!! 😢,billing
925,<div>my package has not arrived yet.</b>,delivery
926,😭 can u help https://example.com/help I need to reset my login info!!!!,account
927,hey   pls  help   the    payment amount  looks    wrong.,billing
928,<strong>How do I change my password?</p> https://example.com/account 😭,account
929,<strong>i need to reset my loign info</b></p>,account
930,plz help My login is not workin http://support.example.com,account
931,😤 hi pls My payment was processed twice!?! www.example.com/help thx,billing
932,tHe WEbISTE Is NoT lOaDing ProperlY?? WWW.exaMPlE.Com/hElP,technical
933,😩 PLZ HElP i neeD To resEt mY loGiN inforMAtioN. PlS HElP,account
934,<strong>I have been waiting for my order for several days!!!</span>,delivery
935,Need hElP    ASAP  <P>i   aM gEttING   AN errOr   MSg</b></p>,technical
936,😩 http://support.example.com <b>I have a problem with my latest invoice???</b>,billing
937,pls check My shipment has not been delivered!!,delivery
938,😭 u guys pls help https://example.com/help The application freezes on the logn screen!?!,technical
939,I WAS BILLED MORE THAN I EXPECTED... HTTPS://SHOP.EXAMPLE.COM/ORDER,billing
940,plz    help    https://example.com/account I    cant  log  into    my   accout?!,account
941,😭 https://shop.example.com/order I need to reset my login information.,account
942,<p>The webiste is not loading properly!?!</strong>,technical
943,pls check www.example.com/help My order still hasn't arrived.,delivery
944,hey    pls    help    the   package  is    missing!!    http://support.example.com    plz  help,delivery
945,PLZ HELP HTTPS://SHOP.EXAMPLE.COM/ORDER I NEED TO RESET MY LOGIN INFORMATION!?! PLS HELP,account
946,Can you tell me when my package will arrive?? https://shop.example.com/order,delivery
947,PLZ    HELP <SPAN>??    SOMETHING   IS    WRONG WITH   THE  APP</SPAN>,technical
948,I  keep  receiving an    error   while    using  the website. https://example.com/account,technical
949,Why can't I sign into my account? thx pls,account
950,http://support.example.com <span>I need 2 reset my login information!!!!</b> thx 😢,account
951,<span>My  card was   charged    but    the   payment   failed.</span>,billing
952,u    guys    pls help  https://example.com/account  <div>!!!  The    app    is    freezing   repeatedly??</b>,technical
953,https://example.com/account The courier has not delivered my order... 🤦,delivery
954,<div>My   shipment    has    not  been   delivered??</span>  https://example.com/account thx   pls,delivery
955,u Guys pls hELp !!! THE weBSiTe GivEs ME aN errOr EVEry TiME??? PLS CHecK,technical
956,u GUYS pLs HELp <DiV>how dO i CHANGe MY passWORd?</SPan> pLs HELp 😢,account
957,🙏 <p><b>where is my order!?!</strong>,delivery
958,https://example.com/support    <div>I  cant get the   website  2 work.</strong>  plz   help,technical
959,I Am hAvIng a TeChNIcaL ProBLeM WITh tHe aPp... pls help,technical
960,NeED HElp AsAP wHY dID u cHaRge mE An ExTrA $25??? 💳,billing
961,why can't i sign into my account?,account
962,😤 hi PLs ... i AM HAvIng a TEChNIcal ProBEm wITH tHe ApP,technical
963,!!! I    Forgot  MY paSSoRd    🤦,account
964,WHEN SHOULD I EXPECT MY PACAGE? 😕,delivery
965,HI PLS MY PACKAGE SEEMS 2 BE STUCK IN TRANSIT.,delivery
966,!!! ThE pACKaGe wAS SupPosED 2 arRiVE yEsterDAy. 💳,delivery
967,🤦 <p>?? I need 2 reset my login info...</div>,account
968,📦 HTTP://SUPPORT.EXAMPLE.COM I WOULD LIKE TO DISPUTE A CHARGE. PLS HELP,billing
969,hey    pls  help   <div>The delivery  date  has  passed!!!</b></p>  🙏,delivery
970,HI  PLS    THE    WEBSITE  STOPPED    RESPONDING...,technical
971,i  need   2  reset  my   login information.,account
972,<p>i   ForGot    mY  LoGin    DEtaIls.</p>,account
973,<P><B>THERE IS AN INCORRECT CHARG ON MY ACCOUT</B> HTTPS://EXAMPLE.COM/ACCOUNT,billing
974,😡  <div>My  package    has   not   arrived    yet.</div>,delivery
975,<P>i   CANNoT   GeT  ThE   weBSitE 2   wORk.</sTRoNG>,technical
976,THE    SCREEN    GOES BLANK    WHEN    I OPEN  THE   APP.,technical
977,HTTPS://EXAMPLE.COM/SUPPORT ... WHY IS THERE AN ADDITIONAL FEE ON MY BILL!!!,billing
978,??   my  pakage  seems  to be   stuck in    transit.,delivery
979,The tracking info has not changed!!!!,delivery
980,<P>MY DELIVARY IS LATE...</DIV> LET ME KNOW ASAP,delivery
981,can    u  help  i am   having   trouble    signing    into    the  webiste,account
982,https://shop.example.com/order <div>?? Can u check the status of my delivery??</div>,delivery
983,😤 <P>THERE IS A DUPLICATE PAYMENT ON MY ACCOUNT!!!!</B></P>,billing
984,hi pLs I NEED HelP ReCOvErINg my aCCont!!!,account
985,😡 u guys pls help i am unable to access my profile?? https://shop.example.com/order pls check,account
986,need help asap I was charged even though my order was cancelled!!!!,billing
987,😤    u   guys  pls help The   delivery    date    has  passed.,delivery
988,THE WEBISTE   STOPPED    RESPONDING.    PLZ HELP,technical
989,<strong>My payement was processed twice.</p> thx pls,billing
990,<strong>...   I am   getting an   error message.</span>    pls    help,technical
991,Can  u    help  me recover   my  password?,account
992,😤  <p><b>the    refud  amount on  my    account is incorrect.</strong> www.example.com/help,billing
993,<p><b>Can you check the status of my delivery...</b></p> https://example.com/help thx,delivery
994,MY   ACC Has   Been   lOCked. leT   mE kNOW  AsAp,account
995,... THE APP KEEPS CRASHING!!!,technical
996,pls check <div>i cannot upload my file.</span>,technical
997,cAN U heLp my AcOUNt cREdEnTiAlS aRE not WORkiNG!!!,account
998,😡 The amount on my invoice is incorrect... www.example.com/help,billing
999,<P>I  HAVE  BEEN   WAITING  FOR MY    ORDER   4    SEVERAL   DAYS!!!!</STRONG>   PLS  HELP,delivery
1000,plz help   <span>I    don't  recognize this charge   of   $25.</span>,billing
1001,😤 ... I caNt aCceSS My ACCoUnt??,account
1002,pls    help <b>My  account    credentials    are   not   working.</strong>    plz  help 📦,account
1003,Why is there an additional fee on my bill?,billing
1004,pls  help   ?? My order  was    expected    today  but    hasn't    arrived!!   pls check,delivery
1005,PLS HELP HTTPS://SHOP.EXAMPLE.COM/ORDER <B>I NEED HELP UNDERSTANDING MY LATEST BILL.</STRONG> 😤,billing
1006,I Was ChaRed EVen thoUGH my oRdeR wAS CancELlEd!!,billing
1007,<DIV>MY    ORDER   WAS    EXPECTED TODAY   BUT    HASN'T   ARRIVED.</B></P>  🤦,delivery
1008,Why  can't   I  sign  into my    accout??,account
1009,U GUYS PLS HELP <SPAN>MY PACKGE HAS NOT ARRIVED YET...</STRONG> THX,delivery
1010,plz help <b>The app suddenly closes by itself!!</p>,technical
1011,<b>I    need   help  recovering    my    acc</div>,account
1012,https://shop.example.com/order  the    system is   extremely    slow.,technical
1013,😕 <sPAn>?? I doN'T recOGniZE thiS cHaRGe oF $75.</B></p>,billing
1014,hey pls help please check my recent transaction.,billing
1015,I  have been    waiting   for  my  order   4    several    days??,delivery
1016,u guys  pls help   The   package   is missing.   https://example.com/help,delivery
1017,PLS HELP <P>!!! I CANNOT REMEMBER MY USERAME!!</B> THX,account
1018,<p><b>Where is my order?</p> 🤦,delivery
1019,https://example.com/account The search feature is not working?! pls check 😡,technical
1020,why    did u   charge  me    an extra $120!!   can u check,billing
1021,Hey PlS   HElp  <p>THe    app kEepS craShInG.</sTROnG>,technical
1022,😢    hey  pls help   http://support.example.com  <strong>my acct    has   been  locked.</span>,account
1023,<SPAN>THE    APP STOPS   WORKING  WHENEVER  I    OPEN  IT??</B>,technical
1024,pls help !!! I am having trouble signing into the website?? 🙏,account
1025,...   I   NeED   HeLp    UNDERSTAnDInG  My LATeSt  BILl.  wWw.ExAmPlE.Com/Help   PLS HElp,billing
1026,<SPAN>THE REFUD AMOUNT ON MY ACC IS INCORRECT.</B> 😢,billing
1027,the package was supposed to arrive yesterday.,delivery
1028,Can u tell me when my pacage will arrive? https://shop.example.com/order,delivery
1029,<SPAN>THE    DELIVERY   DATE   HAS   PASSED.</STRONG>  🙏,delivery
1030,😩   <span>I    cannot  log into   my  acc!!</div>    pls   help,account
1031,https://example.com/help <b>The app freezes on the login screen.</div> 🤦,technical
1032,😕   <p>!!!    I    cannot   log into my accont?!</div>,account
1033,📦    PLS  HELP I    AM    GETTING    AN ERROR    MESSAGE.,technical
1034,u guys pls help The payment amount looks wrong?? 🙏,billing
1035,pls help www.example.com/help why was i charaged $50 4 my order?,billing
1036,<strong>The system is not responding 2 my requests.</b> https://example.com/help pls help,technical
1037,PlS chEck <StronG>... I Have A ProBLEm wITh My LAteST inVoICE.</sPAN>,billing
1038,<p><B>i    am  UnaBLE    2   SIgn   In...</STRONg>,account
1039,😤 I have not received my delivary??,delivery
1040,hi pls   <p><b>!!!    My    package  seems  to    be    stuck  in    transit.</strong>,delivery
1041,<span>I   need   help    recovering    my    account.</div>,account
1042,!!!    Why   can't I   sign    into   my   accont? 🤦,account
1043,🙏 HTtPS://exAmPle.Com/SUpPoRt tHe App stoPs woRkIng wHENeveR i opEn IT!!,technical
1044,<B>I   WOULD  LIKE  2   DISPUTE  A   CHARGE!!!</DIV>,billing
1045,caN u hELp ... CaN yOU explain thIS charG On my biLL??,billing
1046,😤    I    have   not    received  my   delivery. plz   help,delivery
1047,😭 How can I change my email adres!!! https://example.com/help,account
1048,HEY PLS HELP HTTPS://EXAMPLE.COM/HELP MY SHIPMENT HAS NOT BEEN DELIVERED. 😩,delivery
1049,can  u  help  https://example.com/support   <p>??  The amount   on  my  invoice   is  incorrect!!!!</b> plz help,billing
1050,My order was expected 2day but hasn't arrived.,delivery
1051,i am gETTiNg AN errOR MesSAGe??? httP://suppORt.example.COM,technical
1052,<p>!!! I have been waiting 4 my order for several days.</span>,delivery
1053,😡  My   package seems  to  be   stuck in  transit?! www.example.com/help,delivery
1054,https://example.com/support  The    app  stops working whenever    I  open it.   plz help,technical
1055,https://shop.example.com/order ... the app is freezing repeatedly.,technical
1056,HI PLS ?? THE PAGE KEEPS SHOWING AN ERROR.,technical
1057,THE REFUN    AMOUNT    ON MY  ACCOUNT    IS INCORRECT.,billing
1058,!!! i keep receiving an errror while using the website. let me know asap,technical
1059,😡 pls check Can u tell me when my package will arrive!?! plz help,delivery
1060,NeeD  hELp    aSaP    I  NEed   2 rESet   my LOGin    InfoRMATIOn.  httP://SUppOrt.eXAMplE.COM,account
1061,<span>My shipment has not been delivered?!</b></p> www.example.com/help,delivery
1062,PlS HELp <spAn>mY cARd waS CHargeD BUT The pAymeNT FAIlEd.</stroNG> thX,billing
1063,The app crashes whenever I try 2 place an order!!! 😤,technical
1064,need help asap The courier has not delivered my order. www.example.com/help,delivery
1065,😤    pls    check  <p>...    the courier   has    not   delivered    my   order!!</span>,delivery
1066,pls    check  https://example.com/account   <b>when should    i  expect    my   package!?!</strong>,delivery
1067,<b>?? can you help me recover my password?</b></p> https://example.com/support,account
1068,<div>I am still waiting for my shipment.</div>,delivery
1069,My acct   has   been  locked.,account
1070,pls check <strong>!!! i am still waiting for my shipment.</b> 😤,delivery
1071,😩 need   help   asap   <p><b>I am   getting an  error  message??</p>,technical
1072,<diV>THE SysTem    Is exTremelY  sLoW!?!</B>  😭,technical
1073,u   guys    pls  help  https://example.com/support    the    system  is    not   responding   2   my  requests. plz  help,technical
1074,😕 <div>the amount on my invoice is incorrect??</b> www.example.com/help,billing
1075,http://support.example.com <span>My card was charged but the payment failed.</p>,billing
1076,<B>... THE APPLICATION FREEZES ON THE LOGIN SCREEN.</SPAN>,technical
1077,<p><b>there is a duplicate paymnet on my account.</b>,billing
1078,<B>I HAVE A PROB WITH MY LATEST INVOICE???</B></P> HTTP://SUPPORT.EXAMPLE.COM,billing
1079,<strong>My shipment has not been delivered.</div>,delivery
1080,pls check <strong>?? i am unable to sign in!!!</b></p>,account
1081,😩 Can U Help Where Is My OrDeR? httPS://ExAmPlE.Com/acCount,delivery
1082,💳  My    package   seems   to   be   stuck    in   transit.,delivery
1083,I keep receiving an error while using the website... https://example.com/account,technical
1084,😢 Why    was I  charged  $5 4  my order?,billing
1085,... I have not received my delvery,delivery
1086,<b>My shipmnt appears to be delayed.</b></p> pls help,delivery
1087,<div>I need help recovering my account.</div>,account
1088,i  haVe   A  PrOb W/   mY    laTESt inVoicE.    😭,billing
1089,... I HAVE A PrObLEm w/ my lAteSt InVoICE??,billing
1090,😩 THE APP STOPS WORKING WHENEVER I OPEN IT.,technical
1091,!!! i am unable TO ACCEsS my PRoFILe???,account
1092,hi pls I forgot my pw,account
1093,?? The package is missing. www.example.com/help,delivery
1094,😕 the system is extremely slow!!!,technical
1095,hi pls <p><b>There is an incorrect charge on my account?!</div>,billing
1096,The tracking info has not changed. 🤦,delivery
1097,need help asap The search feature is not working??? 😕,technical
1098,hi pls I cannot upload my file??? thx pls,technical
1099,!!! THE APPLICATION FREEZES ON THE LOGIN SCREEN.,technical
1100,u guys pls help !!! I forgot my login details.,account
1101,pls help the system is not responding 2 my requests!?! thx,technical
1102,hey pls help the website stopped responding!!!,technical
1103,<strong>... the package is missing.</p> https://example.com/help 😡,delivery
1104,<div>when  should   i   expect my  package!!!</b></p>   thx    pls,delivery
1105,THE PAGE KEEPS SHOWING AN ERROR!!!,technical
1106,whY  DID  YOu  chaRg    ME   an eXTRa   $150?,billing
1107,😕 pls   check   <div>I cannot  get the   website   2    work.</p>,technical
1108,!!! I need to reset my login info,account
1109,... The courier has not delivered my order???,delivery
1110,hI pLS <dIv>SOmeTHiNG iS wRONG W/ tHe APplicATion.</b></p> 📦,technical
1111,My  acc  has been   locked??? 😭,account
1112,the paymant amount looks wrong. https://example.com/support,billing
1113,U GUYS PLS HELP WWW.EXAMPLE.COM/HELP THE DELIVERY IS TAKING TOO LONG?? LET ME KNOW ASAP,delivery
1114,i FoRgoT my LOgIn DetailS...,account
1115,CAN U HELP HTTPS://EXAMPLE.COM/ACCOUNT <P><B>I FORGOT MY LOGIN DETAILS...</DIV> PLS CHECK,account
1116,HTTPS://EXAMPLE.COM/SUPPORT ??  THE    WEBSITE IS   NOT   LOADING PROPERLY. LET  ME KNOW    ASAP    😤,technical
1117,<P>THE WEBSITE GIVES ME AN ERROR EVERY TIME?!</B>,technical
1118,<p>My   paymant   was   processed    twice!!</div>   http://support.example.com    😤,billing
1119,😢 My  invoice  shows   the wrong  amount!!!! can   u  check,billing
1120,pls help www.example.com/help <b>the refund amount on my account is incorrect!?!</p> 🙏,billing
1121,📦 <div>The delivery is taking too long??</b></p> can u check,delivery
1122,THE APP STOPS WORKING WHENEVER I OPEN IT. PLZ HELP 🤦,technical
1123,😕 <B>... HOW dO I cHaNGE MY pasSWOrd...</B></P>,account
1124,😩 can u help How can I change my email address?,account
1125,<b>The app freezes on the lgoin screen!!!!</p> plz help,technical
1126,wwW.ExAMPle.CoM/HELp <P><B>mY ordER WaS exPeCteD TodAy buT HaSn't ARrvIed</b></p> 🙏,delivery
1127,hi pls ?? why did u charge me an extra $10!!!! https://example.com/account,billing
1128,when    should  i    expect    my packge? https://shop.example.com/order,delivery
1129,pls check !!! I need help recovering my acct???,account
1130,WHY IS THERE AN ADDITIONAL FEE ON MY BILL!!!!,billing
1131,u guys pls help Can you explain this charge on my bill? pls check,billing
1132,pls HElP <b>i foRGot MY LOGIN DetaILS.</b> plS help,account
1133,plz   help <p><b>Can  you  check    the  status   of my   delivery???</span>,delivery
1134,I Cant UplOAd My File!?!,technical
1135,😩 NEED HELP ASAP MY ORDER WAS EXPECTED TODAY BUT HASN'T ARRIVED!?!,delivery
1136,The app is freezing repeatedly. http://support.example.com pls help,technical
1137,whyy can't I sign into my acc www.example.com/help,account
1138,HEY PLS HELP SOMETHING IS WRONG WITH THE APP,technical
1139,<diV>MY    acCOuNt   IS  locKed.</B> thx,account
1140,HTTPS://EXAMPLE.COM/ACCOUNT MY ACCOUNT HAS BEEN LOCKED!!!,account
1141,Something is wrong with the application.,technical
1142,www.example.com/help ... The amount on my invoice is incorrect...,billing
1143,...   there   is   an    incorrect    charge on    my  account...,billing
1144,hey pls help i forgot my passord!!!,account
1145,😢 <p><b>The  amount on    my    invoce  is  incorrect.</b>,billing
1146,😕 ... The app suddenly closes by itself??? https://shop.example.com/order,technical
1147,💳 The ApP fReezEs ON thE LOIgN sCReEn.,technical
1148,📦 why WaS I cHarAgED $35 for My OrdEr!?! THX,billing
1149,?? MY PACKAGE HAS NOT ARRIVED YET.,delivery
1150,<strong>My login is not working.</b> thx pls,account
1151,<SPAN>... WHERE IS MY ORDER!!</STRONG> 💳,delivery
1152,<strong>I forgot my password??</b> https://shop.example.com/order,account
1153,http://support.example.com <div>i was charged twice for the same purchase...</div>,billing
1154,u guYs PlS heLp HtTP://SUpPORt.EXaMPle.Com my oRdeR wAs eXpECTED 2dAY BuT HAsn'T arRiVed.,delivery
1155,http://support.example.com my shippment appears to be delayed??,delivery
1156,u    guys  pls help <span>My    package  seems    to  be stuck in   transit.</b></p>    http://support.example.com,delivery
1157,<strong>?? The application keeps crashig...</div>,technical
1158,I am unable to sign in.,account
1159,WHERE IS MY ORDER!!!! CAN U CHECK,delivery
1160,!!!    I  WAS  BILLED    MORE  THAN   I   EXPECTED.    PLZ    HELP,billing
1161,can u help My order was expected today but hasn't arrivd??? https://example.com/help,delivery
1162,how do i change my passwrod!!!,account
1163,How can I change my email address!! https://shop.example.com/order,account
1164,hi pls <strong>The app crashes whenever I try to place an order?!</b></p> thx pls,technical
1165,?? i am getting an error message. 📦,technical
1166,Need hELP aSAP ... THe aPp crasHeS whENEvER I Try 2 PLAce An ordEr. wWW.eXAmPle.Com/hElp Plz HELp,technical
1167,🙏   I   am unable to   access    my    profile??  https://example.com/account,account
1168,... The application is freezing repeatedly!!! pls help,technical
1169,I   am  getting  an    error   message.,technical
1170,😤 I HAVE BEEN WAITING 4 MY ORDER FOR SEVERAL DAYS. PLS HELP,delivery
1171,hi pls My order still hasn't arrived. www.example.com/help thx pls,delivery
1172,can you check the status of my delvery??? thx,delivery
1173,http://support.example.com I keep receiving an error while using the website.,technical
1174,The page keeps showing an error??? plz help,technical
1175,Can you help me recover my pwd,account
1176,i cannot log into my account. 😕,account
1177,pLS CHeCk WWw.eXaMpLE.cOM/heLP the PAcKAge Is MisSinG!!!!,delivery
1178,I AM HAVING A TECHNICAL PROBLEM WITH THE APP PLZ HELP,technical
1179,The    payment   amount  looks wrong.   can  u check,billing
1180,The    app    is   freezing   repeatedly!?!,technical
1181,plz help my delivery is late. https://example.com/help,delivery
1182,need help asap !!! the tracking information has not changed. https://example.com/help,delivery
1183,my   card  was  charged  but  the  payment failed. https://shop.example.com/order   thx  😭,billing
1184,CAN U HELP I KEEP RECEIVING AN ERROR WHILE USING THE WEBSITE!!!! HTTPS://EXAMPLE.COM/ACCOUNT,technical
1185,!!!    my  acc    has   been   locked!!!,account
1186,THE systeM iS extreMEly SLoW!!,technical
1187,WHY DID YOU CHARGE ME AN EXTRA $150?,billing
1188,hTtPS://EXAmPLe.cOm/SuPPOrT THERE iS an InCorreCt CHARG on my AcCT,billing
1189,pls help something is wrong w/ the app,technical
1190,<sTRONg>mY    oRdeR   Was    ExpecteD 2DAy   bUT   hAsN't   aRrIvEd.</B>,delivery
1191,plz help the delivery is taking too long. 🤦,delivery
1192,<p>My delivery is late.</span> http://support.example.com 💳,delivery
1193,pls check <span>!!! i would like to dispute a charge???</strong> http://support.example.com,billing
1194,<StROng>hoW do I chANGE My PASSwOrd?</b></p>,account
